ds,yhat,yhat_lower,yhat_upper
2024-07-24,5.3234848929775564,2.6470510078794707,8.215744041377066
2024-07-25,4.6504670956970715,1.7400008769885547,7.547993126390221
2024-07-26,4.881282564121509,2.107129983331633,7.804244791059948
2024-07-27,5.265941290000817,2.289055054818484,7.946033640477403
2024-07-28,5.4582983959297495,2.5984582356211723,8.254578606394212
2024-07-29,4.700003266172493,1.7913407515899964,7.439275360911092
2024-07-30,4.964194286554062,2.3002250143133316,7.899471955751452
2024-07-31,5.332549228982089,2.5422690082181147,8.089869983339385
2024-08-01,4.65953143184177,1.761620291082157,7.460764279825567
2024-08-02,4.890346900410061,1.9700530075998681,7.609370007543341
2024-08-03,5.275005626430979,2.32517097111838,8.009029441936498
2024-08-04,5.467362732501236,2.586139409512872,8.239574148421116
2024-08-05,4.709067602885664,1.731027387885994,7.267507478253326
2024-08-06,4.97325862326946,2.2691887759132054,7.714474145211154
2024-08-07,5.341613565696354,2.702667480103152,7.960508237071538
2024-08-08,4.668595768556041,1.903260029617685,7.3857954083971515
2024-08-09,4.899411237124449,2.016952732135881,7.522432053447262
2024-08-10,5.284069963300166,2.3403959765399334,8.073964259153657
2024-08-11,5.476427069526363,2.666319179758723,8.278256905708982
2024-08-12,4.718131940066764,2.065728713503055,7.375189338080751
2024-08-13,4.982322960601001,2.2786065182375173,7.622843167272639
2024-08-14,5.350677903182579,2.3582932997470194,8.1586314004746
2024-08-15,4.677660106197178,2.132954817836851,7.325482542168428
2024-08-16,4.908475574919057,1.9914711745745306,7.732012522688374
2024-08-17,5.293134301096565,2.4188068871593367,8.153727907589033
2024-08-18,5.485491407322014,2.792664618505203,8.182127054434718
2024-08-19,4.72719627786304,1.915317234933363,7.629265072833377
2024-08-20,4.991387298398493,2.090364613777811,7.675042396411777
2024-08-21,5.359742240978937,2.4108021126314974,8.040417693518146
2024-08-22,4.686724444151517,1.8001225960466676,7.355649622254726
2024-08-23,4.917539913028721,2.194761676297174,7.640612457601056
2024-08-24,5.302198639363048,2.3051250853486716,7.940276571781992
2024-08-25,5.494555745744379,2.7571025584406135,8.493833968978457
2024-08-26,4.736260616440787,1.9694226183659884,7.503993667720754
2024-08-27,5.0004516371317145,2.152461786027168,7.74643786072002
2024-08-28,5.368806579869804,2.603151755970034,8.005519687266258
2024-08-29,4.695788783042712,1.9673607539613205,7.395353267039614
2024-08-30,4.926604251920864,2.029191700521507,7.73216233145215
2024-08-31,5.311262978254919,2.6711314986885264,8.193469150268447
2024-09-01,5.503620084635503,2.7042943303182296,8.120818097615741
2024-09-02,4.745324955384822,2.081816475790033,7.726884823037325
2024-09-03,5.009515976130176,2.199341469244675,7.97536269141656
2024-09-04,5.377870918922496,2.707519396582901,8.143984612703932
2024-09-05,4.704853122147099,1.9560616824215864,7.346062400094462
2024-09-06,4.935668591079308,1.9746967550795798,7.730760294535375
2024-09-07,5.32032731746481,2.453083389093719,8.246400813872905
2024-09-08,5.512684423902113,2.487350007993534,8.415504773282244
2024-09-09,4.75438929464966,1.8525325555823844,7.4922887228589525
2024-09-10,5.0185803153951305,2.206935523336619,7.7449189366084745
2024-09-11,5.386935258186449,2.589005856534581,8.218052171879128
2024-09-12,4.7139174614135015,1.953898208565537,7.527650481760392
2024-09-13,4.944732930344348,1.9929338984744023,7.739987570553651
2024-09-14,5.32939165667036,2.696409152904096,8.13112836673281
2024-09-15,5.521748763046189,2.7976933070746175,8.248052102689655
2024-09-16,4.763453633735383,2.208452416450086,7.572036493187801
2024-09-17,5.027644654422362,2.3389686902698483,7.769224790462398
2024-09-18,5.395999597153471,2.654839474379051,8.255274000201364
2024-09-19,4.722981800320196,1.8600436064070816,7.483989069389773
2024-09-20,4.953797269191646,2.1617870521466402,7.734135440919535
2024-09-21,5.338455995517681,2.5665137286364996,8.02992361596965
2024-09-22,5.530813101893193,2.7098005839394075,8.310312627359828
2024-09-23,4.77251797258342,1.930011894649609,7.85711462933151
2024-09-24,5.036708993270478,2.238397819239366,7.974206589187022
2024-09-25,5.405063936000455,2.568707797612904,8.05492987139629
2024-09-26,4.732046139366051,2.072625073226633,7.618877069384298
2024-09-27,4.962861608439242,2.142119235632223,7.664153165307236
2024-09-28,5.347520334965155,2.5074035243660586,8.236483301832168
2024-09-29,5.539877441540071,2.6850033134554723,8.348896344469226
2024-09-30,4.78158231243006,2.065588763318622,7.715054661744544
2024-10-01,5.045773333318397,2.185971832134756,7.876774503791252
2024-10-02,5.414128276248491,2.698913825615478,8.303632940604977
2024-10-03,4.741110479614091,1.8981802480389762,7.57550668200098
2024-10-04,4.971925948685525,2.1694662441151196,7.841091492608713
2024-10-05,5.35658467521323,2.7098462113175557,8.201664312045745
2024-10-06,5.548941781788127,2.983558572118273,8.536674203875316
2024-10-07,4.79064665283114,1.7621561001723156,7.508832456522139
2024-10-08,5.0548376738706935,2.2101691605265494,8.01153172084666
2024-10-09,5.42319261695349,2.5021771066299308,8.158135769374033
2024-10-10,4.75017482046994,2.0710031222391576,7.51452989818376
2024-10-11,4.980990289694246,2.340828161755158,7.826225474649938
2024-10-12,5.365649016372511,2.4962829179455035,8.118524795578361
2024-10-13,5.5580061231002444,2.567255241564386,8.533911018836145
2024-10-14,4.79971099414287,2.015426235888181,7.553067166732302
2024-10-15,5.0639020151814025,2.3394284303858592,7.9134343039285175
2024-10-16,5.432256958266316,2.7026179208374956,8.241489110143654
2024-10-17,4.759239161782769,1.8823307317585556,7.508318416166611
2024-10-18,4.990054631007574,2.070996515565735,7.599455803160144
2024-10-19,5.374713358003897,2.462110602022675,8.157321235197697
2024-10-20,5.567070465050611,2.8507865508164323,8.273634377701276
2024-10-21,4.808775336409392,2.0240986935285763,7.582733484473184
2024-10-22,5.0729663577659645,2.239955101055134,7.922224629746493
2024-10-23,5.441321301167803,2.72842098976677,8.327334395305762
2024-10-24,4.76830350500251,2.025779389496782,7.558635356568688
2024-10-25,4.999118974545999,2.1011604052628194,7.809306273958233
2024-10-26,5.383777701542239,2.46068079519052,8.16945993530357
2024-10-27,5.576134808588208,2.6714444871830882,8.492419690063471
2024-10-28,4.817839679946601,1.9890646827986598,7.465864911412938
2024-10-29,5.082030701304302,2.053908165042455,7.821665456353834
2024-10-30,5.4503856447070715,2.693169548856454,8.167335170697998
2024-10-31,4.777367848542298,2.1477576733522925,7.7267645133558736
2024-11-01,5.008183318084615,2.142183833347597,8.022438504262638
2024-11-02,5.392842045080583,2.660431999422201,8.104798906811023
2024-11-03,5.585199152126532,2.9072990084954267,8.357863570166726
2024-11-04,4.826904023484824,2.089807573523119,7.694820870678397
2024-11-05,5.091095044841589,2.431732158952107,7.910162251053277
2024-11-06,5.45944998824441,2.6388457301193773,8.31052465444542
2024-11-07,4.786432192079965,1.8903686510942557,7.820803401309714
2024-11-08,5.017247661621168,2.208215181268648,7.789642044343537
2024-11-09,5.401906388619223,2.626506716483272,8.434306561605256
2024-11-10,5.594263495663402,2.946564222066837,8.325704184029505
2024-11-11,4.83596836702418,1.979232768576688,7.514636710334509
2024-11-12,5.100159388378829,2.029834012899474,8.002694032734569
2024-11-13,5.468514331781748,2.4510507986031165,8.357781094282707
2024-11-14,4.795496535618273,1.868128584878864,7.656153797698893
2024-11-15,5.0263120051597845,2.282729315054491,7.708463217051026
2024-11-16,5.4109707321555,2.5815645116453623,8.375396799851265
2024-11-17,5.603327839201726,2.7959223752200555,8.473969188746551
2024-11-18,4.8450327105624025,1.9328905516334476,7.700843056133186
2024-11-19,5.109223731918266,2.406610510931133,8.031721761385844
2024-11-20,5.477578675320053,2.672306449807631,8.268988068268916
2024-11-21,4.804560879155298,1.8511150541710482,7.730788192299945
2024-11-22,5.035376348698399,2.1694119244516017,7.853504632798828
2024-11-23,5.420035075694438,2.476824437886528,8.007835646559604
2024-11-24,5.6123921827400505,2.654347048703765,8.609400629821431
2024-11-25,4.854097054100625,2.038883913871822,7.619920994248374
2024-11-26,5.118288075456603,2.3313238754065893,7.9767725735180495
2024-11-27,5.486643018858017,2.6202784382019297,8.316140483485418
2024-11-28,4.813625222693607,2.103253707397006,7.59902525471615
2024-11-29,5.044440692237016,2.519230573304653,7.953458216990106
2024-11-30,5.429099419232782,2.547970692312344,8.096516558727883
2024-12-01,5.6214565262776475,2.8165208576684297,8.330482031334734
2024-12-02,4.863161397639982,2.104059908046377,7.422926251043893
2024-12-03,5.127352418994942,2.141744735465222,7.919439267340625
2024-12-04,5.495707362397287,2.5193444349404044,8.352060728700957
2024-12-05,4.822689566232753,1.823223052779214,7.758798057559683
2024-12-06,5.05350503577544,2.133725878346314,7.802413843850684
2024-12-07,5.438163762771422,2.5949025631002636,8.203728700245799
2024-12-08,5.63052086981837,2.949803201193862,8.3299848685436
2024-12-09,4.872225741177192,2.1001689489025064,7.642991320128236
2024-12-10,5.13641676253328,2.4303318055246885,7.854685130735101
2024-12-11,5.504771705934624,2.7081096880102966,8.414315589354029
2024-12-12,4.831753909771061,2.0872784096450476,7.399634900549715
2024-12-13,5.062569379311992,2.372849063993242,8.054948281543778
2024-12-14,5.447228106310064,2.6975447099359293,8.140086205993278
2024-12-15,5.639585213355239,2.7293985552787943,8.42929171692238
2024-12-16,4.881290084716426,2.277179335331298,7.778953855499738
2024-12-17,5.145481106072716,2.2639859221147125,7.917125849602902
2024-12-18,5.513836049472929,2.755804736769193,8.552124011768125
2024-12-19,4.8408182533093695,2.1822638515479973,7.697704953985098
2024-12-20,5.071633722850418,2.2742051058820323,8.018292636618412
2024-12-21,5.456292449848704,2.7623763815594846,8.2896942360447
2024-12-22,5.648649556892836,2.893733056547616,8.536869159857392
2024-12-23,4.8903544282536355,2.231621137464331,7.639136354585745
2024-12-24,5.1545454496089045,2.52515487988885,8.23700071880883
2024-12-25,5.522900393011232,2.615641348937788,8.45797803204967
2024-12-26,4.849882596846394,2.0975890729535602,7.584959396885492
2024-12-27,5.080698066389225,2.459199435566007,7.903199811539649
2024-12-28,5.4653567933870475,2.612318150648603,8.28267750048577
2024-12-29,5.65771390043283,3.0239304937102807,8.4545974493176
2024-12-30,4.899418771790845,2.013340315355566,7.662483582257587
2024-12-31,5.163609793148341,2.3763356026508555,8.168964479494761
2025-01-01,5.531964736549536,2.8329089772420626,8.3975485912832
2025-01-02,4.858946940384703,2.008951258066405,7.557689127135014
2025-01-03,5.0897624099276495,2.2728636757812466,7.97586311206194
2025-01-04,5.474421136923621,2.5465948320553413,8.262492205070922
2025-01-05,5.666778243971155,2.848155253981985,8.58990611521988
2025-01-06,4.908483115330081,2.343320542643573,7.770182136309808
2025-01-07,5.172674136685581,2.326601418771946,7.869270604653633
2025-01-08,5.5410290800884665,2.6771182904733397,8.391454748147993
2025-01-09,4.86801128392449,2.0143912001749533,7.823821042542932
2025-01-10,5.098826753466075,2.382400244975789,8.02079688846378
2025-01-11,5.483485480461964,2.5869026690955295,8.333188798315174
2025-01-12,5.675842587508751,3.0344795160468347,8.633784125721384
2025-01-13,4.91754745886729,2.1118705657288324,7.875579818953514
2025-01-14,5.181738480225018,2.4126006944739955,8.022604475331182
2025-01-15,5.550093423626771,2.8157154463506124,8.471128195637846
2025-01-16,4.877075627462799,2.092343555518518,7.501389371398879
2025-01-17,5.107891097004882,2.1515043933261357,7.963205507634416
2025-01-18,5.492549824001201,2.5851021026291887,8.282569107303276
2025-01-19,5.684906931046348,2.913470204082719,8.692441890433091
2025-01-20,4.926611802406647,2.0412722625355673,7.627742125872599
2025-01-21,5.190802823764454,2.4214666168255734,8.012245546264724
2025-01-22,5.559157767164109,2.742367309347938,8.442837321661154
2025-01-23,4.886139971000465,2.2763111842122,7.81080628692948
2025-01-24,5.116955440543307,2.35411983069051,7.855314932393144
2025-01-25,5.501614167537477,2.7187748614445524,8.442180287719097
2025-01-26,5.693971274583945,3.041823498689251,8.565764007408688
2025-01-27,4.935676145943856,2.193112952365826,7.800687734881324
2025-01-28,5.199867167301694,2.307075994694179,7.98454018740155
2025-01-29,5.5682221107033785,2.6110583417948003,8.623348000211404
2025-01-30,4.895204314538132,2.0857173036528995,7.681325927853031
