usage_hours,operating_temperature,last_maintenance,failure_status
4082,33.83415174830114,525,0
1108,69.83855106503748,765,0
3772,27.22032572209976,591,0
1647,22.81672142886878,987,0
4782,43.045436689474975,995,0
3897,22.20391624559682,241,1
3011,77.43621577899954,412,0
2294,69.57234174763795,264,0
1159,68.0461812277925,413,0
3311,57.786675379769186,120,0
1869,32.979441382193215,181,0
2486,51.09562200058353,680,0
646,55.83644434582046,230,0
3719,51.50189005161609,698,0
3411,35.61400207709164,829,0
2234,50.91487545888356,404,0
2343,49.47118045211759,470,0
988,79.78014654840345,956,0
3476,73.84616888277223,952,1
2459,47.802844892937195,483,0
2885,57.37624297610712,544,0
3419,64.8722962455337,524,0
2302,22.091909614029493,260,0
4561,73.6952864736704,277,0
3869,71.60760898507542,728,0
762,47.44592586642244,807,1
1123,43.47018596482279,994,0
1516,36.377562491378896,589,0
4143,48.6006096998221,426,0
2549,22.662599811994205,697,1
4223,71.13161200082047,388,0
3608,22.125342105112704,692,0
4590,39.74308192219226,763,0
2556,75.89536929913939,672,0
3670,64.11275927140716,672,0
2182,36.883457634651606,453,0
2755,35.158945637653105,127,0
1654,20.304928389081557,142,0
4999,61.74285757098501,780,0
3691,22.927014900390386,522,0
2196,51.95615116404572,697,0
4491,77.72731835552298,276,1
2148,26.568131603267233,628,1
1945,73.66879585808405,709,0
4699,79.48852010870289,593,1
4423,23.691021574354103,297,0
753,72.97437614824767,709,0
3683,50.964741226616994,676,0
3057,74.3908231666748,941,0
598,54.27913651517444,952,0
2700,59.726720606393876,616,0
3461,52.626734479843954,613,0
4933,71.8695728184409,121,0
4277,64.03459513722211,211,0
3369,51.275618730824895,156,0
3734,72.08964824309282,165,0
4291,34.717131935320076,941,0
1456,29.44043958215156,197,1
4567,29.624006319804327,243,1
660,40.04053272471427,979,0
4993,34.32140187806105,534,1
1800,75.80542103058431,736,0
4487,26.35004562971504,778,1
2027,61.93944428237526,185,0
1718,31.353292387100353,687,0
4996,72.89822796622101,443,0
3604,77.67891729109445,393,0
3235,47.928200526199014,670,0
1454,72.7442888136879,749,0
3946,20.308710245282885,710,0
1545,69.19681504448602,803,0
2193,33.71750969149541,342,0
3936,74.52207855616207,930,1
1062,20.067206688806568,660,0
2985,53.37090410238542,131,0
3854,65.39814822709607,490,0
725,35.52129984187448,376,0
1459,31.587971875237585,631,0
3567,25.04589346807908,253,1
1315,39.58601459019758,482,0
3620,53.59065873852977,167,0
516,26.95063140681546,977,1
1743,42.60172171920793,983,0
2705,20.544344279163496,313,0
3024,69.1207652299905,754,0
1569,27.706923085591484,475,0
3944,37.0005768959349,843,0
3065,21.10566312429305,312,0
1560,45.93444703355074,178,0
2827,70.40729016447312,825,1
3920,43.5290726867118,727,0
801,30.769839405430005,703,0
4776,65.22193004303115,881,0
1106,67.32841891224466,480,0
3670,30.425208518454006,779,0
1199,66.25124651245939,157,0
1639,76.83787329538028,895,1
690,29.98265521593634,125,0
2800,66.25905755192812,980,0
1480,62.51432027615776,546,0
3475,48.41443330610531,165,0
1684,23.475227633527897,859,0
3827,24.48166506547124,353,0
3894,71.14487955191886,998,0
627,79.40890236503881,143,0
2565,60.56313543120527,196,1
2316,46.757498420619285,653,1
1069,58.85441860411446,326,0
2395,55.66375155371272,873,1
3233,43.01673562433731,778,0
4363,23.937568674440776,535,1
4514,69.29077684444646,890,0
3401,42.310011754323476,700,1
2186,69.12713860142563,478,1
3509,35.15052498130294,277,0
654,20.061768790738004,526,1
3037,29.53629699660539,808,0
1909,48.11236500611506,406,0
4557,76.65821809746978,878,0
1284,26.131617181623138,603,0
3675,71.25258646769396,367,0
4841,51.62144577271172,685,0
3306,69.5552459479938,107,1
1037,37.902465859399555,607,0
2341,70.39682988034832,575,0
2955,66.36936680100827,396,1
1024,33.803220981886035,263,1
3450,27.880107584562683,584,1
4631,72.08325935193757,696,0
4615,77.79419920640791,171,1
2868,21.878138824850975,666,0
4347,63.876204018421134,658,0
4995,74.57147065686911,337,0
3201,71.44160552554992,203,0
1471,77.87122833621251,309,0
1666,65.60564470628583,653,0
3274,46.53792574285461,927,0
2482,38.71711942970783,567,0
1353,39.244564426287646,553,0
4646,63.465360356847015,367,0
4236,64.75022072185786,485,0
4269,32.02154861292276,874,0
1074,72.08736880943187,947,0
3761,62.895442412134855,486,0
1648,53.76501718060296,976,1
2215,48.291947606150764,358,0
4354,52.593968347397485,382,0
2991,29.554744296755867,725,0
3160,32.22207495657645,974,0
3624,25.469869424371502,139,1
3551,29.21948228966676,585,0
504,47.22161807631696,319,0
1376,51.821263623695366,228,0
1491,21.07171354869916,619,0
4642,67.80786967184164,712,0
4864,37.65007840060868,991,0
4965,74.71016209759466,787,0
1135,78.05067581682667,718,0
2193,31.12753248059926,712,0
2182,47.72583744593964,359,1
619,20.073910109985555,465,1
1330,55.89963590734562,857,0
4175,56.438386895760274,886,0
1869,34.85239733620251,643,0
1240,53.50476035499187,748,0
616,33.532408546624126,623,0
3338,29.649528144691402,913,1
1650,59.09116800813588,986,1
2431,39.555527837124494,115,0
1512,55.41583633313735,228,0
2164,45.99480493829934,674,0
1581,79.06108444417424,208,0
1012,28.974838560053946,986,0
3349,47.87591579814861,632,0
1059,60.82739758155952,769,0
4172,43.73270503279812,368,0
3843,78.48199111224139,261,0
4570,63.3132576756161,359,1
1970,59.419031453869586,201,0
1080,65.42355605667339,605,0
2794,77.15891828232301,834,0
3647,74.4691191790784,670,0
4749,63.457118487584715,346,0
2179,64.94969834607699,739,0
4006,28.755324442108726,894,1
3244,26.16754426955994,936,0
3856,54.254270110649855,636,1
4545,21.1020582164324,230,0
1743,48.94138289309549,452,0
3618,32.62097479513211,295,0
2641,40.76099405869037,892,0
3559,66.54828414757736,765,0
3459,76.47425025394318,481,0
2765,24.34497632878049,744,0
2979,52.054532358586705,326,1
2135,72.952009149176,800,1
2257,24.950512066425276,575,1
4952,69.47084281381004,576,0
2570,41.46808105569628,364,0
3349,39.32568213316012,471,0
3751,78.64798317888715,585,0
4230,32.05154539173765,533,0
2989,61.591636449360855,745,0
2131,69.28644368059199,310,0
3316,22.4710097167563,671,0
1515,60.223127501264734,476,1
1848,77.09299846131961,494,0
3587,27.45319800368356,549,0
3339,73.7732781611023,463,0
835,55.686598242616164,975,1
1395,56.99627491174844,556,0
4046,56.77665049193636,824,0
1351,37.93015318023883,827,1
2187,76.11210891796759,325,1
2431,76.84102775786232,230,0
4246,57.51827961283687,687,0
2927,67.00536355649689,575,0
2068,56.73547915286948,897,0
4500,49.063906854442436,376,0
3238,59.64920709795504,255,1
3998,53.180087155517505,859,0
4413,55.84855175791581,317,0
1566,67.02995320513172,289,0
4880,48.854229886939095,516,0
2944,22.445246365548364,774,0
4607,29.839968859369833,791,0
3873,46.3164329893723,645,0
4469,63.4895935924435,140,0
3046,55.596718898610725,406,0
1253,59.01765115240723,437,0
2582,48.75673571457724,413,1
3274,56.94452131653457,174,0
3396,39.74104626887973,378,0
4685,48.210955561799906,275,0
1275,64.65674393569734,995,0
2125,72.30996673838726,761,0
3569,46.01932003738334,372,0
917,22.619699462441673,936,1
614,29.70035264880816,719,0
1116,21.251668357492285,750,0
4474,59.1957811542398,961,0
3767,39.93887752130654,882,1
1325,52.54871814316205,958,0
2016,49.59661080702797,388,0
3646,24.8915893731456,823,0
912,44.19568166742991,992,0
1228,33.2336674953394,371,1
3848,45.10398732005916,165,0
3308,32.21469682053456,582,0
1175,70.42714437661601,347,1
3965,30.451600194695217,255,1
3004,77.64683308921862,146,1
3467,44.95444196881645,553,0
3286,70.77471752114296,300,0
1622,57.72588909235671,759,0
4579,64.12101791994516,223,0
2071,66.06343328400682,100,0
2643,50.29069291358107,858,0
2187,52.5980314017973,954,0
4632,50.839752068523495,739,0
4351,55.283502685404756,290,0
3940,21.763666745390438,678,0
4266,43.73091019094092,615,1
2826,56.37132281367029,541,0
3414,55.86341391535186,914,0
4452,67.57736567633789,905,0
1095,59.30056032992651,242,0
1228,79.52799898044034,290,0
1865,37.0312717165187,632,0
4992,41.54906177997389,326,0
1198,43.03082911206778,412,0
895,47.94876842121491,728,0
4671,70.15988382687257,401,0
4860,34.14752563755259,753,1
3002,66.56001242212577,559,1
2319,44.3186109851446,500,0
1217,56.11132301972051,650,0
3282,57.952431993578365,492,0
4077,42.37091823133606,966,1
643,50.756912312348305,863,0
3640,44.78187047886182,944,0
4991,24.147967171197166,306,1
3438,46.229923329009594,309,0
4136,25.84360355321313,214,1
3722,44.301247944819295,836,0
1667,55.575103989906914,745,0
3116,54.764893960610046,350,0
1562,59.75727674049922,318,1
2656,25.715690477277576,506,1
3482,59.12739473182627,542,0
3794,38.728883401786824,702,0
1656,43.942756768226666,453,0
1232,71.47917523536235,987,1
4830,20.541824247773015,657,0
1453,55.30475800043633,649,0
3039,55.92283880600645,241,0
3824,43.79958658061372,711,0
3801,34.22167142650017,600,0
2042,34.08044229569306,939,0
1691,73.02258017964516,801,0
3493,46.52146242697145,646,1
3181,39.853361779350315,758,0
1717,46.92665442988418,641,0
2040,60.16342408756168,945,1
3736,28.745394094685103,606,0
2886,46.966030112824264,695,0
4219,55.273062266623214,980,0
1888,76.91500129108603,380,1
2356,35.15166692452516,523,0
1865,41.55504487497473,955,1
999,42.76151539534543,369,0
2180,56.33228945869297,253,0
1010,41.4039231824001,713,0
4812,52.01071551798174,826,1
1824,66.90741979070177,761,0
1655,62.32313564673221,182,1
2327,46.782118790755135,721,0
3641,71.85297066045013,998,0
3986,53.48841497563177,525,0
2310,52.39435037013275,374,1
3423,22.05126595634949,812,0
2714,79.20157882142969,383,0
4686,27.378248511777603,272,0
1213,33.867854745658796,426,1
4102,23.101810234491616,817,0
4634,58.40017801021482,162,0
4022,33.4820706183608,172,0
4768,30.800626248363407,862,0
1743,25.313335053394482,735,0
4209,26.19853742744094,474,1
1581,55.080242026555325,732,1
955,61.29247195199573,607,0
1394,43.842739307864065,886,0
1884,48.793824895524395,497,0
2458,61.158064158979045,219,0
3572,21.042787411128778,536,0
2496,39.387839424216715,928,0
4785,78.38586488422078,775,0
1004,54.806733781728084,564,0
1714,35.25347479384959,385,0
2031,51.30380279817279,364,0
3940,40.559209287254916,419,0
1323,51.934699329577946,772,0
1428,27.544490708398932,475,0
633,27.96287922915664,919,0
2605,28.612541722363574,188,0
4127,76.3891875156105,753,0
2352,63.97393510048051,302,0
4675,29.742913679739253,920,0
3433,31.300945025936088,838,0
3784,63.84976849225258,433,1
4798,29.36983068753044,321,0
3311,34.073677600089724,140,0
1750,77.80080996922393,807,0
4012,35.31839148370591,167,0
1756,59.69794102226881,875,0
3876,78.71787724403183,613,0
3986,42.45780602838756,972,0
4084,21.050959451723735,736,0
1896,34.64883742534246,721,0
4137,69.85263148050232,697,0
3830,71.8765301573022,731,1
3203,66.11116187142747,226,0
970,26.78658914459438,354,0
1853,67.7306223017842,794,0
3283,75.12066781961025,115,1
3331,56.03657255277417,576,0
857,76.45252138028388,161,0
3519,69.61033302271264,980,0
1167,60.01829101945444,531,0
4968,54.631114202704886,769,0
1645,40.91442003451823,367,0
4685,29.557246714568308,134,0
4219,56.29723536143245,878,0
3245,39.08669321708717,675,0
1039,71.98632005165872,593,0
3279,79.6002162415177,661,0
4636,65.14566575693435,568,0
4275,25.428901717223045,866,0
3008,37.32113573183828,760,1
3279,26.546577905944986,424,0
1424,59.03069886750295,403,0
3456,65.91145187334709,375,0
2081,75.54048985284271,968,1
3824,46.29034078471926,783,0
4985,74.08253897530665,300,0
755,72.67346954247965,544,0
2338,39.031743005923914,423,0
2444,72.13403753243426,134,0
509,42.54033511290359,581,0
3371,37.812156473616845,827,0
1297,58.94447952766358,579,1
1515,39.70287367310486,164,0
2324,57.81252489974865,107,0
4969,56.58990832992167,400,0
3636,53.80633564090753,442,0
2693,42.82518225396786,530,0
723,52.90998329908861,523,0
4658,55.7891284991253,431,0
4425,52.74121330972841,537,1
4500,46.66516716507209,687,1
2133,20.880023422775828,273,0
2652,55.223702462069056,658,0
1010,30.10666310856318,626,1
884,58.554558136831375,972,0
904,65.56065967537197,758,1
2500,50.02671854784449,125,0
3256,52.5418198987843,919,0
2168,77.08871357995946,704,0
1960,70.83004168235445,505,0
4136,74.85419095708819,331,0
3224,68.82597729917518,632,0
4678,26.535100510803886,918,0
2548,28.939511358211682,649,0
4646,51.59742783613758,887,0
1216,34.7641795278799,604,1
2323,48.60172850246955,768,0
2581,43.66191942910101,278,1
3919,52.9648543058272,231,0
2074,64.81254296814936,922,0
749,62.929454425956465,554,1
1173,51.27404794912006,447,0
2665,69.34360512902349,639,0
1270,45.851725492282,871,0
4462,73.80285739040734,505,0
4863,24.276816203309835,175,0
2484,77.27960180199844,678,1
1577,59.28158488588089,953,0
735,42.804470536232316,591,0
888,31.82924759437264,293,0
3537,48.75099376661599,261,0
2348,31.673499391118057,446,0
3314,29.979896464588528,460,0
3874,57.04110544477845,868,0
3778,51.38508347490708,683,0
1752,60.2057620766565,186,0
4481,75.77635264531935,361,0
2622,51.93561280034241,313,0
2650,54.855923195767865,764,0
1829,25.377580349296526,821,1
1858,63.05814715451777,672,0
2982,43.99431240824937,879,0
2517,78.60351431975474,361,0
1831,69.39044093573962,829,0
4844,51.3488624309671,382,0
4761,27.393359250329965,747,0
1858,71.56494759683534,566,0
3677,67.9868657254413,479,0
2628,31.07510777222198,461,0
2680,37.716697353218606,548,0
637,67.60443548887024,540,0
3972,31.11370679284458,192,0
3332,75.06514935028264,720,1
4079,45.471645511781716,852,1
3531,25.222337755259517,966,1
4664,68.94491861025685,523,1
3093,42.41058098230326,241,1
4800,51.58995164922686,390,0
4318,26.73826066467315,531,0
4638,20.155040890698942,848,0
4323,58.27911234759786,951,0
4542,50.910510220023895,923,0
2406,55.61231414738883,788,0
1260,67.62463102283098,752,0
3945,58.79635480537161,800,0
1399,30.486406569642632,148,1
4955,41.64635114663599,401,0
3447,74.35346628726562,980,0
2219,66.19668201510073,289,0
780,53.398223476203036,235,0
3766,35.33869986855634,654,1
2387,38.1236301100877,503,0
3766,63.917484055138075,991,0
1166,71.07045565116624,964,0
4688,60.285480171836866,701,0
1171,68.5717985461065,906,0
2469,65.99936811202436,440,0
4656,28.982238077417463,856,0
3622,45.43668877479812,803,0
4400,29.17902804971376,417,0
1023,34.114135088119085,717,1
2893,72.15557747906315,462,0
3617,48.373517937990925,921,1
3093,52.12148611055965,481,0
2468,30.706757913666326,332,0
2253,38.73630716292776,876,0
2796,33.814770105672196,443,0
2761,32.371169871105586,648,0
2786,58.277647598958204,916,0
4702,35.413030858742886,652,0
3378,57.92092916122511,628,1
4643,23.507276846513236,955,0
4144,28.50646361162611,888,0
4932,36.47241524000752,918,0
2555,55.8228150137415,670,0
1776,60.55047470524256,282,0
3266,46.56301800677163,140,0
802,46.74745487463374,650,0
1138,63.471011083917084,496,0
555,20.949265505934946,803,0
1025,40.46540146845324,878,0
4623,69.12242342715396,593,1
2625,56.193164612802335,758,1
3787,40.233627965325226,432,0
864,74.33148753978043,226,0
2146,66.35736364696295,657,0
1418,35.893726834204,656,0
3297,58.717390251543016,100,0
2031,55.7450436913374,267,0
3845,44.071274842338966,719,0
2406,42.01736475228804,118,0
3586,40.61362848654224,431,0
2575,57.029347003738806,683,1
1213,46.544596188840174,555,0
1562,69.91178679508532,208,0
2476,60.176156968037716,367,1
1796,24.195896342566048,544,1
625,58.410093429689965,339,0
4096,36.26884619001109,400,0
3783,55.56871949920536,701,0
2103,60.80791586620708,202,1
566,33.84975134924073,349,1
732,47.41151869282212,552,0
2656,31.419491769144066,619,0
1669,23.1403325471905,252,0
2658,42.70858540915214,958,0
4706,41.77665631075952,273,0
1993,79.72882944225543,442,1
4507,46.78114107185853,769,0
2972,40.014172968332026,530,1
3160,54.828500403000476,826,1
3239,25.326043646466108,788,0
2261,77.6999441572888,786,0
4014,58.09760273546199,951,0
2475,65.29026919645086,949,0
2862,30.228676290435054,757,0
1376,44.568671180312236,423,0
4312,45.36134680377137,772,0
3948,69.30838663406522,738,0
1812,20.074200785564567,519,0
1960,38.0511865011953,693,0
3209,78.87418246065823,584,0
2824,48.493192610373114,758,0
2233,42.9515768146405,850,0
2105,27.189740121058783,511,0
3063,78.44987771768093,183,0
3921,21.201581355549468,212,0
4017,64.23081350043458,836,0
2897,66.1159882873105,431,0
4235,34.619402963832,477,1
3370,60.29350661678224,854,0
1660,25.575748662763395,754,0
742,35.42283598592479,140,0
3090,67.27411929753589,869,0
1563,71.88117152201241,896,0
4824,56.50918475958748,204,0
3095,50.41030590922895,301,0
1419,29.558241237138816,549,0
505,23.78654198474901,918,0
967,27.058941708413517,942,0
4670,33.64143800576593,365,0
503,40.500470113815254,309,1
1145,42.85457153065923,662,0
617,40.77930611534021,217,0
3428,34.343319931835936,812,0
3051,50.58345480510189,476,0
4789,69.5171664939738,650,0
1346,36.78221230828875,639,0
3262,76.54322114613399,870,0
1641,72.40019970343087,183,0
2310,29.705852681126576,553,0
1223,67.17655740542567,766,0
724,54.475242939066,728,1
4708,53.994521730285115,613,0
2548,43.46256578349046,704,0
4915,50.069179950920585,777,0
2073,43.83072664575266,486,0
2328,52.38395712559657,449,0
2417,57.67700316635815,395,0
4734,60.458228384542906,357,0
2526,51.94887155356557,180,0
4244,63.2853240397239,367,0
1401,28.476682956530347,518,0
2539,32.71894945413431,334,1
509,69.1241002444562,932,0
760,39.351678670784906,410,0
2173,21.373629498567215,912,0
2719,29.227468980081866,456,0
2560,33.41686606977868,312,0
4213,77.43937327367523,673,0
2119,54.382485735850956,148,0
820,75.96384442857529,226,0
1842,54.509801029797494,322,0
2876,48.761266408271105,378,0
3332,38.823661471645764,507,0
3324,56.38225666600253,604,0
2494,28.35188147705179,393,0
3458,73.89569763756236,895,0
2538,69.75994430847703,376,1
3990,39.05188687260422,537,1
4177,77.16785165607766,206,1
1618,69.5120460449341,757,0
2104,59.978413150102384,519,0
4527,27.305714667516487,710,0
735,48.694041382884336,528,0
2469,50.366453290805055,474,0
4929,33.95308150192281,172,1
2408,24.797923661558116,733,1
875,66.60341782830156,129,0
4030,27.322103127463702,287,0
3135,55.65744503370648,463,0
2070,76.18695043301963,965,1
3060,72.56631155588255,899,1
3891,36.665157424955666,550,0
3465,71.08691825307592,294,0
4143,20.019950367229363,255,1
4350,21.061268576795435,271,0
1372,56.1531898305719,946,0
1752,41.887893148671765,140,1
1814,43.18765046954883,162,0
3398,53.86646544073295,122,0
577,31.506947335511633,459,0
3121,32.705321039928705,174,0
4727,49.07609522113188,659,1
1100,65.25521266063178,771,0
1565,57.16986508445526,924,1
2636,37.84130289421033,217,0
2949,45.82023065053527,711,0
2843,30.239885512999905,479,0
2363,24.477788860224905,778,0
1818,66.96176244464895,389,0
4097,35.923244551291674,539,0
4262,30.665983271074893,767,0
2690,61.49708333415916,106,0
1492,57.08310045723116,295,0
3212,57.99137756080784,520,0
2692,33.733676290796815,667,0
1748,33.95873231376086,932,0
3554,33.24815778713835,292,0
4533,30.42515573973767,658,0
2497,59.34342035369938,247,0
4187,70.88095311496409,886,0
2651,63.45904818059967,768,1
4518,67.52561802563258,301,0
3610,44.287905745111985,543,0
2470,59.244547722319886,518,0
697,41.254174426686475,526,0
3126,51.5302773181184,578,0
1702,48.898090792091736,574,0
2535,30.61322870863126,225,0
977,43.224725620137846,494,1
1754,77.82933652894107,916,0
1422,34.91481546289653,980,0
919,28.02822417676932,905,0
2704,45.11483729743612,675,0
3097,67.42026415160888,424,0
1620,54.928893786798334,491,0
3568,60.85848963429467,787,0
1450,31.38169089048063,727,1
2836,57.13689158046329,539,0
2743,39.41002369468843,303,1
3145,70.05820195728606,585,0
2357,57.75792836064417,932,0
2365,31.931376666517757,130,0
3412,23.87700079064517,487,1
3353,22.557992557221965,724,0
3728,42.284514059008444,976,0
4219,35.95106819925881,533,0
3728,58.76540740775048,936,0
2871,49.9600300987171,475,0
3391,35.961156680322844,443,0
4256,28.954266677010565,542,0
4725,27.631985761246973,678,0
594,71.87962352842506,174,0
3174,34.60867810429203,656,0
2455,59.1026388746581,871,0
1293,68.64115567917597,765,1
2334,56.84487867108417,254,0
2616,71.57391389881676,529,0
4606,43.54362329170847,462,0
3825,77.3733314389369,547,0
3419,27.988700250685817,333,0
3097,26.128971779452286,662,1
3705,59.521528772446615,917,0
1314,76.5698684847957,361,0
845,68.53300769817969,926,0
2849,24.585011566283086,224,0
862,36.76206283608298,344,0
2943,75.81913309026942,641,1
2765,35.18350596804707,584,0
2688,66.87022542721516,221,0
3505,69.50793175572223,224,0
3781,49.727126207658905,648,0
1484,43.18093459089893,269,0
2139,47.00746594518558,223,0
1327,33.61788166192185,968,0
3230,73.36345496773066,134,0
4031,47.03717940378547,186,0
4951,72.94756642736598,745,1
3435,26.341608794376445,807,0
4376,79.29651626000788,885,0
626,46.596385246617096,300,0
3677,22.869849223646327,468,0
3556,22.281310894247294,896,0
1103,64.77243544891031,176,0
3949,59.54213205222084,158,0
4646,68.12783348765525,530,0
4033,26.32205203716836,737,0
3867,22.1342520221329,599,0
3868,50.51475736685471,208,1
4297,43.25571388896617,835,0
2292,47.71681620025734,377,0
3361,79.49530453221644,167,0
3976,78.24499746024021,168,0
3917,76.53892338039157,264,0
2145,67.03056060606043,588,1
1705,41.29048161541343,404,1
3530,44.7278558157663,773,0
3372,52.97696262313547,464,1
3572,69.8320673842904,953,1
2354,24.122769951096068,920,1
4521,45.457813153093284,478,1
3208,24.95705980755612,442,0
4002,50.879455194410696,998,0
1832,73.93404944037412,653,0
701,66.94909547383628,453,0
4007,33.6705450525866,515,1
4712,78.55945097592755,208,0
1074,60.0410238827857,662,0
1036,20.625661963844184,861,1
2125,35.32480908111317,596,1
2622,35.642797995195,440,1
885,24.155258377151597,482,0
3781,77.58959108455574,632,0
974,48.695317674555426,399,0
917,73.74887584231291,238,0
4100,39.3329302066777,458,0
1454,27.51401422596963,935,0
1705,48.460166594372836,598,0
4620,26.837398082859032,484,0
2490,49.16093017865239,703,0
4072,75.21783087316447,379,0
4880,51.246088510052765,736,0
4658,56.98998361370501,582,0
3213,29.3983062184285,210,0
2703,22.624137552798167,965,0
3620,26.64847773078842,238,0
1466,55.91189454106194,534,0
3932,25.70070193953828,608,1
1188,42.55957339647868,372,0
4743,53.00551642748936,198,0
4201,43.31916791779082,863,0
841,29.821028087918087,949,1
2224,36.427478450846394,203,0
4922,75.69905197091461,313,0
2292,60.558936535181324,860,1
2259,49.7628703207932,763,0
3712,20.76289339921361,861,0
1489,79.54492402936822,886,0
2762,60.28729609367859,264,0
2982,39.0153486406967,952,0
1451,72.75611959987029,619,0
1222,35.50589721750909,383,1
3889,52.64099475096509,616,1
2579,58.16424582378951,756,0
3217,33.26380228722371,712,0
2832,78.70383672803575,263,0
3876,64.89151435873985,985,1
